"","X","incident_id","data_year","ori","pug_agency_name","pub_agency_unit","agency_type_name","state_abbr","state_name","division_name","region_name","population_group_code","population_group_description","incident_date","adult_victim_count","juvenile_victim_count","total_offender_count","adult_offender_count","juvenile_offender_count","offender_race","offender_ethnicity","victim_count","offense_name","total_individual_victims","location_name","bias_desc","victim_types","multiple_offense","multiple_bias","Anti.Black.or.African.American","Anti.White","Anti.Arab","Anti.Protestant","Anti.Islamic..Muslim.","Anti.Gay..Male.","Anti.Asian","Anti.Catholic","Anti.Multiple.Religions..Group","Anti.Hispanic.or.Latino","Anti.Lesbian..Female.","Anti.Other.Race.Ethnicity.Ancestry","Anti.Jewish","Anti.American.Indian.or.Alaska.Native","Anti.Lesbian..Gay..Bisexual..or.Transgender..Mixed.Group.","Anti.Heterosexual","Anti.Atheism.Agnosticism","Anti.Bisexual","Anti.Physical.Disability","Anti.Mental.Disability","Anti.Jehovah.s.Witness","Anti.Church.of.Jesus.Christ","Anti.Buddhist","Anti.Sikh","Anti.Other.Christian","Anti.Hindu","Anti.Eastern.Orthodox..Russian..Greek..Other.","Anti.Transgender","Anti.Gender.Non.Conforming","Anti.Male","Aggravated.Assault","Intimidation","Simple.Assault","Robbery","Destruction.Damage.Vandalism.of.Property","Murder.and.Nonnegligent.Manslaughter","Arson","Burglary.Breaking...Entering","Not.Specified","Rape","Motor.Vehicle.Theft","Drug.Narcotic.Violations","Theft.From.Motor.Vehicle","All.Other.Larceny","Shoplifting","Weapon.Law.Violations","Theft.of.Motor.Vehicle.Parts.or.Accessories","Counterfeiting.Forgery","Fondling","Kidnapping.Abduction","Theft.From.Building","Pornography.Obscene.Material","Embezzlement","Purse.snatching","Drug.Equipment.Violations","Credit.Card.Automated.Teller.Machine.Fraud","Sexual.Assault.With.An.Object","False.Pretenses.Swindle.Confidence.Game","Pocket.picking","Welfare.Fraud","Extortion.Blackmail","Stolen.Property.Offenses","Incest","Negligent.Manslaughter","Sodomy","Statutory.Rape","Theft.From.Coin.Operated.Machine.or.Device","Impersonation","Prostitution","Wire.Fraud","Assisting.or.Promoting.Prostitution","Purchasing.Prostitution","Bribery","Identity.Theft","Human.Trafficking..Commercial.Sex.Acts","Hacking.Computer.Invasion","Betting.Wagering","Animal.Cruelty","Gambling.Equipment.Violation","Human.Trafficking..Involuntary.Servitude","Treason","Federal.Liquor.Offenses","anti_lgbt","StatePop"
"1212",1212,710126,2020,"NJ0091000","Union City","","City","NJ","New Jersey","Middle Atlantic","Northeast","3","Cities from 50,000 thru 99,999","2/8/20",1,NA,1,1,0,"White","Unknown",1,"Aggravated Assault",1,"Residence/Home","Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group);Anti-Transgender","Individual","S","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1213",1213,710127,2020,"NJ0102100","Raritan Township","","City","NJ","New Jersey","Middle Atlantic","Northeast","5","Cities from 10,000 thru 24,999","2/5/20",NA,1,1,0,1,"White","Unknown",1,"Intimidation",1,"School-Elementary/Secondary","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1214",1214,710141,2020,"NJ0122000","South Amboy","","City","NJ","New Jersey","Middle Atlantic","Northeast","6","Cities from 2,500 thru 9,999","3/7/20",1,NA,0,0,0,"Unknown","Unknown",1,"Aggravated Assault",1,"Residence/Home","Anti-Gay (Male);Anti-Gender Non-Conforming","Individual","S","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1215",1215,710151,2020,"NJ0131500","Freehold Borough","","City","NJ","New Jersey","Middle Atlantic","Northeast","5","Cities from 10,000 thru 24,999","1/9/20",1,NA,0,0,0,"Unknown","Unknown",1,"Intimidation",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1216",1216,710194,2020,"NJ0050200","Cape May","","City","NJ","New Jersey","Middle Atlantic","Northeast","6","Cities from 2,500 thru 9,999","1/15/20",1,NA,1,1,0,"White","Unknown",1,"Intimidation",1,"Residence/Home","Anti-Black or African American;Anti-Gay (Male);Anti-Gender Non-Conforming","Individual","S","M",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1217",1217,710302,2020,"NJ0161400","Wayne Township","","City","NJ","New Jersey","Middle Atlantic","Northeast","3","Cities from 50,000 thru 99,999","2/23/20",NA,NA,0,0,0,"Unknown","Unknown",1,"Destruction/Damage/Vandalism of Property",NA,"Church/Synagogue/Temple/Mosque","Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group);Anti-Transgender","Religious Organization","S","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1218",1218,917291,2020,"NJ0143100","Pequannock Township","","City","NJ","New Jersey","Middle Atlantic","Northeast","5","Cities from 10,000 thru 24,999","6/7/20",1,NA,0,0,0,"Unknown","Unknown",1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group);Anti-Transgender","Individual","S","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1219",1219,993183,2020,"NJ0022100","Garfield","","City","NJ","New Jersey","Middle Atlantic","Northeast","4","Cities from 25,000 thru 49,999","6/3/20",1,NA,0,0,0,"Unknown","Unknown",1,"Intimidation",1,"Other/Unknown","Anti-Gay (Male);Anti-Transgender","Individual","S","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1220",1220,1088590,2020,"NJ0071600","Nutley Township","","City","NJ","New Jersey","Middle Atlantic","Northeast","4","Cities from 25,000 thru 49,999","9/24/20",NA,1,0,0,0,"Unknown","Unknown",1,"Simple Assault",1,"Residence/Home","Anti-Bisexual","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1221",1221,1088615,2020,"NJ0090700","Kearny","","City","NJ","New Jersey","Middle Atlantic","Northeast","4","Cities from 25,000 thru 49,999","8/21/20",1,NA,0,0,0,"Unknown","Unknown",1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1222",1222,1088821,2020,"NJ0161400","Wayne Township","","City","NJ","New Jersey","Middle Atlantic","Northeast","3","Cities from 50,000 thru 99,999","9/23/20",NA,1,0,0,0,"Unknown","Unknown",1,"Intimidation",1,"Other/Unknown","Anti-Bisexual;Anti-Black or African American","Individual","S","M",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1223",1223,1236173,2020,"NJ0022200","Glen Rock","","City","NJ","New Jersey","Middle Atlantic","Northeast","5","Cities from 10,000 thru 24,999","10/7/20",NA,NA,2,0,2,"White","Unknown",1,"Destruction/Damage/Vandalism of Property",NA,"Commercial/Office Building","Anti-Transgender","Business","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1224",1224,1236213,2020,"NJ0040800","Camden County Police Department","","City","NJ","New Jersey","Middle Atlantic","Northeast","3","Cities from 50,000 thru 99,999","11/3/20",1,NA,1,1,0,"White","Unknown",1,"Intimidation",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1225",1225,1236252,2020,"NJ0111800","The College of New Jersey","","University or College","NJ","New Jersey","Middle Atlantic","Northeast","7","Cities under 2,500","11/17/20",1,NA,0,0,0,"Unknown","Unknown",1,"Intimidation",1,"Other/Unknown","Anti-Black or African American;Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group);Anti-Transgender","Individual","S","M",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1226",1226,1236342,2020,"NJ0090500","Hoboken","","City","NJ","New Jersey","Middle Atlantic","Northeast","3","Cities from 50,000 thru 99,999","12/11/20",NA,1,1,0,1,"White","Unknown",1,"Intimidation",1,"Residence/Home","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1227",1227,1236371,2020,"NJ0121400","New Brunswick","","City","NJ","New Jersey","Middle Atlantic","Northeast","3","Cities from 50,000 thru 99,999","12/18/20",1,NA,1,1,0,"White","Unknown",1,"Aggravated Assault",1,"Drug Store/Doctor's Office/Hospital","Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group);Anti-Transgender","Individual","S","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1228",1228,1236385,2020,"NJ0132800","Marlboro Township","","City","NJ","New Jersey","Middle Atlantic","Northeast","4","Cities from 25,000 thru 49,999","11/7/20",NA,1,0,0,0,"Unknown","Unknown",1,"Intimidation",1,"Other/Unknown","Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group);Anti-Transgender","Individual","S","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1229",1229,1236514,2020,"NJ0180000","Somerset","","County","NJ","New Jersey","Middle Atlantic","Northeast","9D","MSA counties under 10,000","12/16/20",1,NA,1,1,0,"Black or African American","Unknown",1,"Intimidation",1,"Jail/Prison/Penitentiary/Corrections Facility","Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group);Anti-Transgender","Individual","S","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1230",1230,1236525,2020,"NJ0191500","Newton","","City","NJ","New Jersey","Middle Atlantic","Northeast","6","Cities from 2,500 thru 9,999","10/26/20",NA,1,1,0,1,"White","Unknown",1,"Intimidation",1,"Other/Unknown","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1231",1231,1236536,2020,"NJ0210800","Hackettstown","","City","NJ","New Jersey","Middle Atlantic","Northeast","6","Cities from 2,500 thru 9,999","10/28/20",NA,1,0,0,0,"Unknown","Unknown",1,"Intimidation",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1232",1232,1304716,2020,"NJ0191800","Sparta Township","","City","NJ","New Jersey","Middle Atlantic","Northeast","5","Cities from 10,000 thru 24,999","11/3/20",1,NA,0,0,0,"Unknown","Unknown",1,"Intimidation",1,"Residence/Home","Anti-Black or African American;Anti-Gay (Male);Anti-Transgender","Individual","S","M",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1233",1233,1346574,2020,"NJ0110300","Hamilton Township, Mercer County","","City","NJ","New Jersey","Middle Atlantic","Northeast","3","Cities from 50,000 thru 99,999","6/14/20",1,NA,0,0,0,"Unknown","Unknown",1,"Intimidation",1,"Other/Unknown","Anti-Black or African American;Anti-Transgender","Individual","S","M",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1234",1234,1346683,2020,"NJ0160700","Passaic","","City","NJ","New Jersey","Middle Atlantic","Northeast","3","Cities from 50,000 thru 99,999","9/18/20",1,NA,0,0,0,"Unknown","Unknown",1,"Simple Assault",1,"Parking/Drop Lot/Garage","Anti-Gay (Male);Anti-Transgender","Individual","S","M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1235",1235,1346786,2020,"NJ0151600","Little Egg Harbor Township","","City","NJ","New Jersey","Middle Atlantic","Northeast","5","Cities from 10,000 thru 24,999","1/6/20",1,NA,0,0,0,"Unknown","Unknown",1,"Intimidation",1,"Residence/Home","Anti-Bisexual;Anti-Jewish","Individual","S","M",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9272392
"1236",1236,1454137,2020,"NM0010100","Albuquerque","","City","NM","New Mexico","Mountain","West","1B","Cities from 500,000 thru 999,999","3/6/20",1,0,1,1,0,"White","Not Hispanic or Latino",1,"Simple Assault",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2118488
"1237",1237,1025389,2020,"NV0020100","Las Vegas Metropolitan Police Department","","City","NV","Nevada","Mountain","West","1A","Cities 1,000,000 or over","7/2/20",2,0,0,0,0,"Unknown","Unknown",2,"Aggravated Assault",2,"Highway/Road/Alley/Street/Sidewalk","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3115840
"1238",1238,1402394,2020,"NV0020100","Las Vegas Metropolitan Police Department","","City","NV","Nevada","Mountain","West","1A","Cities 1,000,000 or over","10/7/20",1,0,2,2,0,"Unknown","Multiple",1,"Simple Assault",1,"Parking/Drop Lot/Garage","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3115840
"1239",1239,1402435,2020,"NV0020100","Las Vegas Metropolitan Police Department","","City","NV","Nevada","Mountain","West","1A","Cities 1,000,000 or over","11/20/20",1,0,3,3,0,"Black or African American","Not Hispanic or Latino",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3115840
"1240",1240,895257,2020,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","1/25/20",NA,NA,2,NA,NA,"Multiple","Not Specified",1,"Simple Assault",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20104710
"1241",1241,895271,2020,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","2/4/20",NA,NA,1,NA,NA,"White","Not Specified",1,"Simple Assault",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20104710
"1242",1242,902657,2020,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","5/12/20",NA,NA,1,NA,NA,"Black or African American","Not Specified",1,"Aggravated Assault",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20104710
"1243",1243,902685,2020,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","5/7/20",NA,NA,1,NA,NA,"White","Not Specified",1,"Aggravated Assault",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20104710
"1244",1244,1088303,2020,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","6/5/20",NA,NA,1,NA,NA,"Unknown","Not Specified",1,"Robbery",NA,"Other/Unknown","Anti-Transgender","Other","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20104710
"1245",1245,1339591,2020,"NY335SF00","State Police:","Orange County","State Police","NY","New York","Middle Atlantic","Northeast","9D","MSA counties under 10,000","2/13/20",NA,NA,1,NA,NA,"White","Not Specified",1,"Simple Assault",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20104710
"1246",1246,1339616,2020,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","7/17/20",NA,NA,1,NA,NA,"Unknown","Not Specified",1,"Simple Assault",1,"Other/Unknown","Anti-Gender Non-Conforming","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20104710
"1247",1247,1339619,2020,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","7/9/20",NA,NA,1,NA,NA,"Unknown","Not Specified",1,"Aggravated Assault",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20104710
"1248",1248,1339686,2020,"NY334SE00","State Police:","Ontario County","State Police","NY","New York","Middle Atlantic","Northeast","9D","MSA counties under 10,000","10/12/20",NA,NA,1,NA,NA,"Unknown","Not Specified",1,"Simple Assault",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20104710
"1249",1249,1339715,2020,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","3/24/20",NA,NA,1,NA,NA,"Unknown","Not Specified",1,"Simple Assault",1,"Residence/Home","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20104710
"1250",1250,1339756,2020,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","8/1/20",NA,NA,1,NA,NA,"White","Not Specified",1,"Simple Assault",1,"Other/Unknown","Anti-Transgender","Individual","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20104710
"1251",1251,1339761,2020,"NY0303000","New York","","City","NY","New York","Middle Atlantic","Northeast","1A","Cities 1,000,000 or over","8/9/20",NA,NA,1,NA,NA,"Black or African American","Not Specified",1,"Destruction/Damage/Vandalism of Property",NA,"Other/Unknown","Anti-Transgender","Other","S","S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20104710
